id,ra_deg,dec_deg,magnitude,names
star/j164124-681800,250.35,-68.3,5.89,
star/j185812+381612,284.55,38.27,5.89,
star/j084648+120636,131.7,12.11,5.89,
star/j025924+410148,44.85,41.03,5.89,
star/j022212-173936,35.55,-17.66,5.89,
star/j082024+574424,125.100006,57.74,5.89,
star/j030712+640336,46.8,64.06,5.89,
star/j193824+545812,294.59998,54.97,5.89,
star/j110936+431236,167.4,43.21,5.89,
star/j184612-005736,281.55002,-0.96,5.89,
star/j184836+191948,282.15,19.33,5.89,
star/j144836-363748,222.15001,-36.63,5.89,
star/j040748+172024,61.95,17.34,5.89,
star/j180336-242136,270.9,-24.36,5.89,
star/j015548+371648,28.949999,37.28,5.89,
star/j120412+212736,181.04999,21.46,5.89,
star/j073636+055136,114.15,5.86,5.89,
star/j015924+210336,29.85,21.06,5.89,
star/j152624-681836,231.59999,-68.31,5.89,
star/j083000+671800,127.5,67.3,5.89,
star/j083336+044536,128.40001,4.76,5.89,
star/j040036+181124,60.15,18.19,5.89,
star/j234124-114048,355.35,-11.68,5.89,
star/j125400-602248,193.5,-60.38,5.89,
star/j055812+015024,89.549995,1.84,5.89,
star/n25,237.15001,28.16,5.89,25
star/j205736-160148,314.4,-16.03,5.89,
star/j113224-665736,173.1,-66.96,5.89,
star/j074424-375624,116.1,-37.94,5.89,
star/j075024-503036,117.600006,-50.51,5.89,
star/j193112+263712,292.80002,26.62,5.89,
star/j020000+030600,30.0,3.1,5.89,
star/j193412-400148,293.55,-40.03,5.89,
star/j135100+343936,207.75,34.66,5.89,
star/j115512-631648,178.8,-63.28,5.89,
star/j194536+073636,296.4,7.61,5.89,
star/j024836+251124,42.149998,25.19,5.89,
star/j160600-233636,241.5,-23.61,5.9,
star/j055924+495512,89.85,49.92,5.9,
star/j200112+083336,300.30002,8.56,5.9,
star/j004012-592736,10.05,-59.46,5.9,
star/j072700-340824,111.75,-34.14,5.9,
star/j004048-042100,10.2,-4.35,5.9,
star/j055512+314200,88.8,31.7,5.9,
star/j065624+095736,104.1,9.96,5.9,
star/j004424-382512,11.1,-38.42,5.9,
star/j000412+621724,1.05,62.29,5.9,
star/j152736+604012,231.9,60.67,5.9,
star/j121836-004724,184.65001,-0.79,5.9,
star/j085624+401200,134.09999,40.2,5.9,
star/j182736-294912,276.9,-29.82,5.9,
star/p_eridani,24.9,-56.2,5.9,p Eridani
star/j135624+010300,209.09999,1.05,5.9,
star/j231012-403524,347.55,-40.59,5.9,
star/j144648-381724,221.7,-38.29,5.9,
star/j105700-504612,164.25,-50.77,5.9,
star/j145624+142700,224.09999,14.45,5.9,
star/j022248-510524,35.7,-51.09,5.9,
star/j004912-240824,12.3,-24.14,5.9,
star/j013412+371424,23.550001,37.24,5.9,
star/j111912+013900,169.79999,1.65,5.9,
star/j013448+182736,23.7,18.46,5.9,
star/j172700-503748,261.75,-50.63,5.9,
star/j084048-485512,130.20001,-48.92,5.9,
star/j114836+141648,177.15001,14.28,5.9,
star/j231012-222736-2,347.55,-22.46,5.9,
star/j074724-223112,116.85,-22.52,5.9,
star/j060448+425848,91.2,42.98,5.9,
star/j095400+055736,148.5,5.96,5.9,
star/j040524+220036,61.350002,22.01,5.9,
star/j092848-664200,142.2,-66.7,5.9,
star/j194424+692024,296.1,69.34,5.9,
star/j080148-371648,120.45,-37.28,5.9,
star/j103148+322248,157.95,32.38,5.9,
star/j094124+311648,145.34999,31.28,5.9,
star/j151200+185848,228.0,18.98,5.9,
star/j071912+024424,109.8,2.74,5.9,
star/j042812+144424,67.049995,14.74,5.9,
star/j073148-085248,112.950005,-8.88,5.9,
star/j051236-060336,78.15,-6.06,5.9,
star/j071424-095700,108.6,-9.95,5.9,
star/j131312-504200,198.3,-50.7,5.9,
star/j202924+362700,307.35,36.45,5.9,
star/j071948+070824,109.95,7.14,5.91,
star/j042212+204912,65.549995,20.82,5.91,
star/j131424-584048,198.59999,-58.68,5.91,
star/j170336-380900,255.9,-38.15,5.91,
star/j170336+133636,255.9,13.61,5.91,
star/j145248-634836,223.2,-63.81,5.91,
star/j031948+270412,49.949997,27.07,5.91,
star/j042136+563036,65.4,56.51,5.91,
star/j034612-292024,56.55,-29.34,5.91,
star/j165400-575436,253.5,-57.91,5.91,
star/j105324+695100,163.35,69.85,5.91,
star/j143224+221536,218.1,22.26,5.91,
star/j124348-013448,190.95,-1.58,5.91,
star/j144836-663524,222.15001,-66.59,5.91,
star/j101012-082436,152.55,-8.41,5.91,
star/j203824+234048,309.59998,23.68,5.91,
star/j130936+165100,197.4,16.85,5.91,
star/j192024+573900,290.1,57.65,5.91,
star/j034836+001348,57.149998,0.23,5.91,
star/j105548+061124,163.95001,6.19,5.91,
star/j101348-402100,153.45,-40.35,5.91,
star/j121236-625700,183.15,-62.95,5.91,
star/j185548-231012,283.95,-23.17,5.91,
star/j043636+641536,69.15,64.26,5.91,
star/j021424-411012,33.6,-41.17,5.91,
star/j050148+004312,75.450005,0.72,5.91,
star/j133712-462548,204.3,-46.43,5.91,
star/j061500+135100,93.75,13.85,5.91,
star/j134236+780336,205.65,78.06,5.91,
star/j231012+433224,347.55,43.54,5.91,
star/j175248+011836,268.19998,1.31,5.91,
star/j210524+780748,316.35,78.13,5.91,
star/j192512-291836,291.3,-29.31,5.91,
star/j172248-371312,260.69998,-37.22,5.91,
star/j131012+383000,197.55,38.5,5.91,
star/j122212-562212,185.55,-56.37,5.91,
star/j135324+283900,208.35,28.65,5.91,
star/j105548+004424,163.95001,0.74,5.91,
star/j103224-443712,158.1,-44.62,5.91,
star/j233412-011500,353.55,-1.25,5.91,
star/j191424-451124,288.6,-45.19,5.91,
star/j201200+262848,303.0,26.48,5.91,
star/j071200-255624,108.0,-25.94,5.91,
star/j145924+043412,224.84999,4.57,5.91,
star/j083900+524236,129.75,52.71,5.91,
star/j164948+131536,252.45,13.26,5.91,
star/j030148+262736,45.45,26.46,5.91,
star/j014836+034124,27.15,3.69,5.91,
star/j092848-621612,142.2,-62.27,5.91,
star/j023300-343900,38.25,-34.65,5.91,
star/j143824+181800,219.6,18.3,5.91,
star/j161424-330036,243.59999,-33.01,5.91,
star/j034612+064800,56.55,6.8,5.91,
star/j195212+475548,298.05002,47.93,5.91,
star/j185848+135436,284.69998,13.91,5.91,
star/j150112+601200,225.3,60.2,5.91,
star/j204612-213036,311.55002,-21.51,5.91,
star/j081012+581500,122.55,58.25,5.91,
star/j093148-315212,142.95,-31.87,5.91,
star/j131236-661348,198.15,-66.23,5.91,
star/j195024-473336,297.6,-47.56,5.91,
star/j204424+562924,311.1,56.49,5.91,
star/j033224+352736,53.1,35.46,5.91,
star/j225024+415700,342.6,41.95,5.91,
star/j065700+334048,104.25,33.68,5.91,
star/j125248-545700,193.2,-54.95,5.91,
star/j225512+370448,343.8,37.08,5.91,
star/j160448-375136,241.2,-37.86,5.91,
star/j023712+384348,39.3,38.73,5.91,
star/j184648+525924,281.7,52.99,5.91,
star/j085248-482136,133.2,-48.36,5.92,
star/j055512+194500,88.8,19.75,5.92,
star/j074012-193936,115.05,-19.66,5.92,
star/j050224-314612,75.6,-31.77,5.92,
star/j083712+093936,129.3,9.66,5.92,
star/j131200-695624,198.0,-69.94,5.92,
star/j211536+770036,318.9,77.01,5.92,
star/j013036-261236,22.65,-26.21,5.92,
star/j004800+071800,12.0,7.3,5.92,
star/j064536-314724,101.4,-31.79,5.92,
star/j093336-225136,143.40001,-22.86,5.92,
star/j133448-131236,203.7,-13.21,5.92,
star/j134236+824500,205.65,82.75,5.92,
star/j083336-385100,128.40001,-38.85,5.92,
star/j012512-642212,21.3,-64.37,5.92,
star/j163224+604912,248.1,60.82,5.92,
star/j104836-015736,162.15001,-1.96,5.92,
star/j031236-442512,48.15,-44.42,5.92,
star/j015100+110224,27.75,11.04,5.92,
star/j012436-065436,21.15,-6.91,5.92,
star/j025024-355024,42.6,-35.84,5.92,
star/j031200+812812,48.0,81.47,5.92,
star/j052700+342324,81.75,34.39,5.92,
star/j205624+491200,314.1,49.2,5.92,
star/j222324-071124,335.84998,-7.19,5.92,
star/j082248-073224,125.700005,-7.54,5.92,
star/j231648-442924,349.2,-44.49,5.92,
star/j134724-501500,206.85,-50.25,5.92,
star/j215512-615324,328.8,-61.89,5.92,
star/j053412-012812,83.55,-1.47,5.92,
star/j063036-274612,97.65,-27.77,5.92,
star/j091348-472024,138.45,-47.34,5.92,
star/j224200+143112,340.5,14.52,5.92,
star/j063000-100448,97.5,-10.08,5.92,
star/j164124+265512,250.35,26.92,5.92,
star/j195924+454612,299.85,45.77,5.92,
star/j124912+832512,192.29999,83.42,5.92,
star/j134612+383000,206.55,38.5,5.92,
star/j010336+610412,15.9,61.07,5.92,
star/j135924-502212,209.84999,-50.37,5.92,
star/j082024+240112,125.100006,24.02,5.92,
star/j064648+083524,101.700005,8.59,5.92,
star/j150000-770936,225.0,-77.16,5.92,
star/j190524-153936,286.35,-15.66,5.93,
star/j184948+324836,282.45,32.81,5.93,
star/j141912-370000,214.79999,-37.0,5.93,
star/j032624-271912,51.600002,-27.32,5.93,
star/j071724+520748,109.35,52.13,5.93,
star/j074048+230112,115.2,23.02,5.93,
star/j201724+665100,304.35,66.85,5.93,
star/j190412-510112,286.05,-51.02,5.93,
star/j212548+364012,321.45,36.67,5.93,
star/j060936+221124,92.399994,22.19,5.93,
star/j112700-122136,171.75,-12.36,5.93,
star/j160900+062248,242.25,6.38,5.93,
star/j175624-154836,269.1,-15.81,5.93,
star/j153636+160712,234.15,16.12,5.93,
star/j025324-222248,43.350002,-22.38,5.93,
star/j031312+481048,48.3,48.18,5.93,
star/j221200+160224,333.0,16.04,5.93,
star/j105512-603112,163.8,-60.52,5.93,
star/j102512-583448,156.3,-58.58,5.93,
star/j100148-602512,150.45,-60.42,5.93,
star/j053036+152136,82.65,15.36,5.93,
star/j180300-081048-2,270.75,-8.18,5.93,
star/j040036-302924,60.15,-30.49,5.93,
star/j035324-465324,58.350002,-46.89,5.93,
star/j091536+725700,138.90001,72.95,5.93,
star/j224348+392812,340.94998,39.47,5.93,
star/j183748-212400,279.44998,-21.4,5.93,
star/j025324-382624,43.350002,-38.44,5.93,
star/j174724-144348,266.85,-14.73,5.93,
star/j011200-021500,18.0,-2.25,5.93,
star/j030036+105212,45.15,10.87,5.93,
star/j054648+560712,86.700005,56.12,5.93,
star/j235248-030936,358.19998,-3.16,5.93,
star/j160148+525512,240.45001,52.92,5.93,
star/j073636+554536,114.15,55.76,5.93,
star/j054048+002024,85.2,0.34,5.93,
star/j161912+490224,244.79999,49.04,5.93,
star/j144048+133148,220.20001,13.53,5.93,
star/j115548-282848,178.95001,-28.48,5.93,
star/j191200+311648,288.0,31.28,5.93,
star/j102324-040412,155.85,-4.07,5.93,
star/j060448-450448,91.2,-45.08,5.93,
star/j154424-414912,236.09999,-41.82,5.93,
star/j172848-551012,262.19998,-55.17,5.93,
star/j130300-712848,195.75,-71.48,5.93,
star/j090900+335248,137.25,33.88,5.93,
star/j125624-721124,194.09999,-72.19,5.93,
star/j210224-383148,315.6,-38.53,5.93,
star/j163900-371312,249.75,-37.22,5.93,
star/j073748+484612,114.450005,48.77,5.93,
star/j055212-570936,88.049995,-57.16,5.93,
star/j235024-095812,357.6,-9.97,5.93,
star/j170900-302400,257.25,-30.4,5.93,
star/j000748-223036,1.9499999,-22.51,5.93,
star/j194236+322548,295.65,32.43,5.93,
star/j140336-561236,210.90001,-56.21,5.93,
star/j224124+413300,340.35,41.55,5.93,
star/j171912-594124,259.8,-59.69,5.93,
star/j033036+061124,52.65,6.19,5.93,
star/j210336+531724,315.9,53.29,5.93,
star/j074648+652736,116.700005,65.46,5.93,
star/j031800-284800,49.5,-28.8,5.93,
star/j183148-010000,277.95,-1.0,5.93,
star/j050936+280148,77.399994,28.03,5.93,
star/j003300+545400,8.25,54.9,5.93,
star/j160900+032700,242.25,3.45,5.93,
star/j063524+095924,98.850006,9.99,5.93,
star/j165624-521648,254.1,-52.28,5.94,
star/j014836+375700,27.15,37.95,5.94,
star/j063748+612848,99.450005,61.48,5.94,
star/j122024-221048,185.1,-22.18,5.94,
star/j070336+292024,105.9,29.34,5.94,
star/j113300-074948,173.25,-7.83,5.94,
star/j171124-485212,257.85,-48.87,5.94,
star/j224012+535100,340.05,53.85,5.94,
star/j172700+344200,261.75,34.7,5.94,
star/j001348-260112,3.45,-26.02,5.94,
star/j013824-363148,24.6,-36.53,5.94,
star/j214424+144612,326.1,14.77,5.94,
star/j065136-361348,102.9,-36.23,5.94,
star/j091836+352136,139.65001,35.36,5.94,
star/j032136+490412,50.399998,49.07,5.94,
star/j230148-044236,345.45,-4.71,5.94,
star/j003524-003036,8.849999,-0.51,5.94,
star/j052436+310824,81.149994,31.14,5.94,
star/j082324+181948,125.850006,18.33,5.94,
star/j025212+685324,43.05,68.89,5.94,
star/j214500+622736,326.25,62.46,5.94,
star/j154648+552812,236.7,55.47,5.94,
star/j021124-014948,32.850002,-1.83,5.94,
star/j113036+431012,172.65001,43.17,5.94,
star/j072700+201536,111.75,20.26,5.94,
star/j113748-673712,174.45,-67.62,5.94,
star/j015100-501236,27.75,-50.21,5.94,
star/j074912-351424,117.3,-35.24,5.94,
star/j004500-424048,11.25,-42.68,5.94,
star/j203000-183448,307.5,-18.58,5.94,
star/j042512-611424,66.3,-61.24,5.94,
star/j142400+081424,216.0,8.24,5.94,
star/j043336+723148,68.4,72.53,5.94,
star/j071236-363224,108.15,-36.54,5.94,
star/j220300-760712,330.75,-76.12,5.94,
star/j040900+132400,62.25,13.4,5.94,
star/j070712+340036,106.799995,34.01,5.94,
star/j003036+595848,7.6499996,59.98,5.94,
star/j210524+055736,316.35,5.96,5.94,
star/j082848+141236,127.2,14.21,5.94,
star/j175136-404612,267.90002,-40.77,5.94,
star/j173748-153412,264.44998,-15.57,5.94,
star/j104500+672436,161.25,67.41,5.95,
star/j130936-101948,197.4,-10.33,5.95,
star/j085248+281948,133.2,28.33,5.95,
star/j034912+435736,57.3,43.96,5.95,
star/j171312-322624,258.3,-32.44,5.95,
star/j070036-082436,105.15,-8.41,5.95,
star/j093300-133112,143.25,-13.52,5.95,
star/j161648-675624,244.20001,-67.94,5.95,
star/j154200-760448,235.5,-76.08,5.95,
star/j202248+410148,305.69998,41.03,5.95,
star/j043036-353900,67.65,-35.65,5.95,
star/j011236-375136,18.150002,-37.86,5.95,
star/j180636-360112,271.65002,-36.02,5.95,
star/j114048-535812,175.20001,-53.97,5.95,
star/j205848-142848,314.69998,-14.48,5.95,
star/j155512-192248,238.8,-19.38,5.95,
star/j042024+414836,65.100006,41.81,5.95,
star/j182924-801348,277.35,-80.23,5.95,
star/j050036+392324,75.15,39.39,5.95,
star/j234948+285024,357.45,28.84,5.95,
star/j175700+000412,269.25,0.07,5.95,
star/j054648+011012,86.700005,1.17,5.95,
star/j105436-614948,163.65,-61.83,5.95,
star/j165400-430300,253.5,-43.05,5.95,
star/j170036-355548,255.15001,-35.93,5.95,
star/j122512-113636,186.3,-11.61,5.95,
star/j071500-412548,108.75,-41.43,5.95,
star/j085624-164236,134.09999,-16.71,5.95,
star/j072848-315100,112.2,-31.85,5.95,
star/j042848-192736,67.2,-19.46,5.95,
star/j055624-225024,89.1,-22.84,5.95,
star/j055212-090224,88.049995,-9.04,5.95,
star/j073036-542400,112.65,-54.4,5.95,
star/j124500+391648,191.25,39.28,5.95,
star/j200000-374200,300.0,-37.7,5.95,
star/j120448-605812,181.2,-60.97,5.95,
star/j113448+164800,173.7,16.8,5.95,
star/j190712-481800,286.80002,-48.3,5.95,
star/j095400-510900,148.5,-51.15,5.95,
star/j233900+751724,354.75,75.29,5.95,
star/j115924+331012,179.84999,33.17,5.95,
star/j110336+000000,165.90001,0.0,5.95,
star/j071536-103448,108.9,-10.58,5.95,
star/j135548-824012,208.95001,-82.67,5.95,
star/j233448-151500,353.7,-15.25,5.95,
star/j101648+233000,154.2,23.5,5.95,
star/j234648+664648,356.7,66.78,5.95,
star/j063636-131912,99.15,-13.32,5.95,
star/j223000-270636,337.5,-27.11,5.95,
star/j120636-654236,181.65,-65.71,5.95,
star/j074124+033712,115.35,3.62,5.95,
star/j083524-265024,128.85,-26.84,5.95,
star/j010300+412100,15.749999,41.35,5.95,
star/j082548-643600,126.450005,-64.6,5.95,
star/j105100-030524,162.75,-3.09,5.95,
star/j033412+242736,53.55,24.46,5.95,
star/j235736-625736,359.4,-62.96,5.95,
star/j171536-383524,258.9,-38.59,5.95,
star/j120936+015400,182.4,1.9,5.95,
star/j013600+172548,24.0,17.43,5.95,
star/j094912-371124,147.29999,-37.19,5.95,
star/j024500+674912,41.25,67.82,5.95,
star/j041724-062812,64.35,-6.47,5.95,
star/j154012-595436,235.05,-59.91,5.95,
star/j021236+241012,33.15,24.17,5.96,
star/j093936+671612,144.9,67.27,5.96,
star/j133712-440824,204.3,-44.14,5.96,
star/j194200+503148,295.5,50.53,5.96,
star/j123148-633036,187.95,-63.51,5.96,
star/j103900-584912,159.75,-58.82,5.96,
star/j055212+195212,88.049995,19.87,5.96,
star/j055024+042512,87.600006,4.42,5.96,
star/j215848+624200,329.69998,62.7,5.96,
star/j015100+515548,27.75,51.93,5.96,
star/j070300+090824,105.75,9.14,5.96,
star/j085212+451836,133.05,45.31,5.96,
star/j140036-661612,210.15001,-66.27,5.96,
star/j134348-420412,205.95,-42.07,5.96,
star/j070224+174536,105.6,17.76,5.96,
star/j091724+464912,139.35,46.82,5.96,
star/j143000+004948,217.5,0.83,5.96,
star/j221912-131800,334.8,-13.3,5.96,
star/j202924+810524,307.35,81.09,5.96,
star/j053824-063412,84.6,-6.57,5.96,
star/j214348-144500,325.94998,-14.75,5.96,
star/j044836+755624,72.15,75.94,5.96,
star/j051836-180748,79.65,-18.13,5.96,
star/j093712-360600,144.3,-36.1,5.96,
star/j140936-513000,212.4,-51.5,5.96,
star/j231912-180448,349.8,-18.08,5.96,
star/j190300-191500,285.75,-19.25,5.96,
star/j181500-202324,273.75,-20.39,5.96,
star/j181500+684536,273.75,68.76,5.96,
star/j205624+445512,314.1,44.92,5.96,
star/j152324+301724-2,230.85,30.29,5.96,
star/j080448-503524,121.2,-50.59,5.96,
star/j082100-575812,125.25001,-57.97,5.96,
star/j151536-480412,228.90001,-48.07,5.96,
star/j071536-523000,108.9,-52.5,5.96,
star/j065848+033600,104.7,3.6,5.96,
star/j082548-145548,126.450005,-14.93,5.96,
star/j020336-002024,30.9,-0.34,5.96,
star/j080636+223824,121.649994,22.64,5.96,
star/j002136-772548,5.4,-77.43,5.96,
star/j070712-515812,106.799995,-51.97,5.96,
star/j164424-530900,251.09999,-53.15,5.96,
star/j201948+133300,304.95,13.55,5.96,
star/j213600+452212,324.0,45.37,5.96,
star/j032548-692024,51.45,-69.34,5.96,
star/j134312-412400,205.8,-41.4,5.96,
star/j083824+324800,129.6,32.8,5.96,
star/j150336+473900-2,225.90001,47.65,5.96,
star/j044200+381648,70.5,38.28,5.97,
star/j055624+093036,89.1,9.51,5.97,
star/j055024+020112,87.600006,2.02,5.97,
star/j212436+803112,321.15,80.52,5.97,
star/j033900-053748,54.75,-5.63,5.97,
star/j132624-011124,201.59999,-1.19,5.97,
star/j012324+202812,20.85,20.47,5.97,
star/j194012-232548,295.05,-23.43,5.97,
star/j011048+022700,17.699999,2.45,5.97,
star/j211836+111200,319.65,11.2,5.97,
star/j134648+254200,206.7,25.7,5.97,
star/j045248+275400,73.200005,27.9,5.97,
star/j223524-235924,338.85,-23.99,5.97,
star/j171836+384836,259.65,38.81,5.97,
star/j054236-064800,85.65,-6.8,5.97,
star/j220448-264912,331.2,-26.82,5.97,
star/j042512+190224,66.3,19.04,5.97,
star/j134948+612924,207.45,61.49,5.97,
star/j174124+061836,265.35,6.31,5.97,
star/j031048+115212,47.7,11.87,5.97,
star/j082512-424612,126.3,-42.77,5.97,
star/j031800+391648,49.5,39.28,5.97,
star/j014124+300300,25.35,30.05,5.97,
star/j095700+572512,149.25,57.42,5.97,
star/j101836-414012,154.65001,-41.67,5.97,
star/j211312-362512,318.3,-36.42,5.97,
star/j035324+171948,58.350002,17.33,5.97,
star/j200748-004048,301.94998,-0.68,5.97,
star/j053712+110224,84.299995,11.04,5.97,
star/j054836-040524,87.15,-4.09,5.97,
star/j104200-794648,160.5,-79.78,5.97,
star/j020224+132848,30.599998,13.48,5.97,
star/j005848+662100,14.700001,66.35,5.97,
star/j130112+170712,195.3,17.12,5.97,
star/j081836-123748,124.65001,-12.63,5.97,
star/j230712+210748,346.80002,21.13,5.97,
star/j050712-122924,76.799995,-12.49,5.97,
star/j161912-145212,244.79999,-14.87,5.97,
star/j025624+082248,44.100002,8.38,5.97,
star/j230300-205212,345.75,-20.87,5.97,
star/j213224-335624,323.1,-33.94,5.97,
star/j181048+541724,272.7,54.29,5.97,
star/j150636-305512,226.65,-30.92,5.97,
star/j011424+160748,18.6,16.13,5.97,
star/j174500-573300,266.25,-57.55,5.97,
star/j153524+535512,233.85,53.92,5.97,
star/j061612-163712,94.05,-16.62,5.97,
star/j221200+245700,333.0,24.95,5.97,
star/j204012+432736,310.05,43.46,5.97,
star/j151012-384724,227.55,-38.79,5.98,
star/j072548-054612,111.45,-5.77,5.98,
star/j224048-572512,340.2,-57.42,5.98,
star/j075848-451312,119.7,-45.22,5.98,
star/j113412-324948,173.54999,-32.83,5.98,
star/j221048-041612,332.7,-4.27,5.98,
star/j193636+111612,294.15002,11.27,5.98,
star/j194048+134912,295.2,13.82,5.98,
star/j154800+134724,237.0,13.79,5.98,
star/j083000-461948,127.5,-46.33,5.98,
star/j172736-294312,261.9,-29.72,5.98,
star/j051912-272212,79.8,-27.37,5.98,
star/j210000+073112,315.0,7.52,5.98,
star/j104800-595512,162.0,-59.92,5.98,
star/j193112-682548,292.80002,-68.43,5.98,
star/j085212+420000,133.05,42.0,5.98,
star/j060148+485736,90.450005,48.96,5.98,
star/j033036-472248,52.65,-47.38,5.98,
star/j101048-414236,152.70001,-41.71,5.98,
star/j180448-355400,271.2,-35.9,5.98,
star/j053936+291312,84.899994,29.22,5.98,
star/j004724+064424,11.85,6.74,5.98,
star/j173036-010336,262.65,-1.06,5.98,
star/j012624+432736,21.6,43.46,5.98,
star/j190000-663900,285.0,-66.65,5.98,
star/j114312-371124,175.8,-37.19,5.98,
star/j181200+332700,273.0,33.45,5.98,
star/j151424+314724,228.59999,31.79,5.98,
star/j172848-364648,262.19998,-36.78,5.98,
star/j013936+162436,24.9,16.41,5.98,
star/j171536-143448,258.9,-14.58,5.98,
star/j214200+353036,325.5,35.51,5.98,
star/j091500+343748,138.75,34.63,5.98,
star/j170636-371348,256.65002,-37.23,5.98,
star/j140112+085324,210.3,8.89,5.98,
star/j024124-143300,40.350002,-14.55,5.98,
star/j222436-721500,336.15,-72.25,5.98,
star/j233936+740000,354.9,74.0,5.98,
star/j103300-584012,158.25,-58.67,5.98,
star/j231836+414612,349.65,41.77,5.98,
star/j134236+345924,205.65,34.99,5.98,
star/j045436+002812,73.649994,0.47,5.98,
star/j130712-595136,196.8,-59.86,5.98,
star/j170036-483900,255.15001,-48.65,5.98,
star/j044348-084724,70.95,-8.79,5.98,
star/j031648+321048,49.2,32.18,5.98,
star/j072736-225136,111.9,-22.86,5.98,
star/j033336+545812,53.399998,54.97,5.98,
star/j170824-173636,257.09998,-17.61,5.98,
star/j200300+183000,300.75,18.5,5.99,
star/j205136-053748,312.90002,-5.63,5.99,
star/j072212+001048,110.549995,0.18,5.99,
star/j105400-704312,163.5,-70.72,5.99,
star/j124312-561048,190.8,-56.18,5.99,
star/j004236-601536,10.65,-60.26,5.99,
star/j035512-120600,58.800003,-12.1,5.99,
star/j185436+335812,283.65,33.97,5.99,
star/j063936+125848,99.899994,12.98,5.99,
star/j125212-394048,193.05,-39.68,5.99,
star/j142400-531048,216.0,-53.18,5.99,
star/j165324+472512,253.34999,47.42,5.99,
star/j173112-565512,262.80002,-56.92,5.99,
star/j002700-253300,6.75,-25.55,5.99,
star/j164500-283036,251.25,-28.51,5.99,
star/j010412+523000,16.050001,52.5,5.99,
star/j184948-055436,282.45,-5.91,5.99,
star/j225136-293224,342.90002,-29.54,5.99,
star/j205436+755548,313.65,75.93,5.99,
star/j234012+094048,355.05,9.68,5.99,
star/j092400-613900,141.0,-61.65,5.99,
star/j105924+360524,164.84999,36.09,5.99,
star/j044612+184348,71.55,18.73,5.99,
star/j053936-033336,84.899994,-3.56,5.99,
star/j111912-643448,169.79999,-64.58,5.99,
star/j083600+063712,129.0,6.62,5.99,
star/j182248+120148,275.69998,12.03,5.99,
star/j165512-631612,253.8,-63.27,5.99,
star/j053036+412736,82.65,41.46,5.99,
star/j055436+005812,88.649994,0.97,5.99,
star/j061500-182848,93.75,-18.48,5.99,
star/j005812+335700,14.55,33.95,5.99,
star/j044648+401836,71.700005,40.31,5.99,
star/j233824-765212,354.59998,-76.87,5.99,
star/j000824-084912,2.1,-8.82,5.99,
star/j052324-082512,80.85,-8.42,5.99,
star/j203900+155024,309.75,15.84,5.99,
star/j051612+341836,79.05,34.31,5.99,
star/j071312-224012,108.299995,-22.67,5.99,
star/j212248-091912,320.69998,-9.32,5.99,
star/j164312+773036,250.79999,77.51,5.99,
star/j061536-045436,93.9,-4.91,5.99,
star/j130036-032212,195.15001,-3.37,5.99,
star/j080148+162736,120.45,16.46,5.99,
star/j152248+620300,230.7,62.05,5.99,
star/j074012-373448,115.05,-37.58,5.99,
star/j175848-284536,269.69998,-28.76,5.99,
star/j232736+251012,351.9,25.17,5.99,
star/j022248-733900,35.7,-73.65,5.99,
star/j181648-030036,274.2,-3.01,5.99,
star/j204200-761048,310.5,-76.18,5.99,
star/j171536+234424,258.9,23.74,5.99,
star/j024200-382248,40.5,-38.38,5.99,
star/j021800+573112,34.5,57.52,5.99,
star/j094200-551236,145.5,-55.21,5.99,
star/j090900+263748,137.25,26.63,5.99,
star/j143112-385212,217.8,-38.87,5.99,
star/j061648-391536,94.200005,-39.26,6.0,
star/j041800-204312,64.5,-20.72,6.0,
star/j054648+154912,86.700005,15.82,6.0,
star/j123900-181500,189.75,-18.25,6.0,
star/j132100-554800,200.25,-55.8,6.0,
star/j211724+554800,319.35,55.8,6.0,
star/j023036+001536,37.65,0.26,6.0,
star/j050636+611012,76.65,61.17,6.0,
star/j082024+722436,125.100006,72.41,6.0,
star/j220000+064312,330.0,6.72,6.0,
star/j021124-100300,32.850002,-10.05,6.0,
star/j214612-091648,326.55002,-9.28,6.0,
star/j085024-420524,132.6,-42.09,6.0,
star/j125436-113900,193.65,-11.65,6.0,
star/j133900-573712,204.75,-57.62,6.0,
star/j183936+521200,279.9,52.2,6.0,
star/j160336-320000,240.9,-32.0,6.0,
star/j171800+171912,259.5,17.32,6.0,
star/j125848+752812,194.7,75.47,6.0,
star/j155136-470336,237.9,-47.06,6.0,
star/j135624-544200,209.09999,-54.7,6.0,
star/j194912-105212,297.3,-10.87,6.0,
star/j180524+023036,271.35,2.51,6.0,
star/j135024+053000,207.6,5.5,6.0,
star/j020300+645400,30.75,64.9,6.0,
star/j102736+413600,156.9,41.6,6.0,
star/j102736-654200,156.9,-65.7,6.0,
star/j062248+123412,95.700005,12.57,6.0,
star/j190636-161348,286.65002,-16.23,6.0,
star/j070524+223824,106.350006,22.64,6.0,
star/j121048+814236,182.70001,81.71,6.0,
star/j143224+264048,218.1,26.68,6.0,
star/j003300-630148-2,8.25,-63.03,6.0,
star/j081236-461536,123.15,-46.26,6.0,
star/j224236-471236,340.65,-47.21,6.0,
star/j072100-265736,110.25,-26.96,6.0,
star/j175400-344500,268.5,-34.75,6.0,
star/j123000-414424,187.5,-41.74,6.0,
star/j222736+315024,336.9,31.84,6.0,
star/j085436-052548,133.65,-5.43,6.0,
